Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
1587,RESERVED,FORD,EXPEDITION,2019.0,BLACK,Gasoline,N,CRYSTAL LIMOUSINE GROUP INC,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,8018Livery,8018Livery
1588,INACTIVE,FORD,TRANSIT,2020.0,WHITE,Gasoline,N,COMMUNITY PASTOR CARE LLC,CHICAGO,IL,60615.0,DIS-AFFILIATED,Owner Manager,9328Medicar,9328Medicar
1590,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,IRFAN LIMITED,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,8495Livery,8495Livery
1594,ACTIVE,LINCOLN,MKX,2017.0,BLACK,Gasoline,N,"KAM LIMOUSINE SERVICE, INC.",CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,9103Livery,9103Livery
1605,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,NESIM UNAT,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,7190Livery,7190Livery
1606,RESERVED,CHRYSLER,300,2008.0,BLUE,Gasoline,N,TRUE JOY INC.,CHICAGO,IL,60628.0,DIS-AFFILIATED,Owner Manager,19842Medicar,19842Medicar
1607,INACTIVE,FORD,E250,2005.0,WHITE,Gasoline,N,LAKE SHORE MEDICAR INC,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,5679Medicar,5679Medicar
1608,VIOLATION,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,24/7 ON TIME EXECUTIVE LIMOUSINE INC,CHICAGO,IL,60651.0,DIS-AFFILIATED,Owner Manager,7222Livery,7222Livery
1609,ACTIVE,MERCEDES,BENZ,2019.0,BLACK,Gasoline,N,TEMITOPE A. OJEDIRAN,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,9438Livery,9438Livery
1612,ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,TAXSI CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,3781Taxi,3781Taxi
1615,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,PRESTIGE LIMO COMPANY,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,7896Livery,7896Livery
1616,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,MIDWEST ELITE TRANS CORP.,CHICAGO,IL,60637.0,DIS-AFFILIATED,Owner Manager,8573Livery,8573Livery
1617,RESERVED,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,M24 SERVICES INC,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,7504Livery,7504Livery
1621,VIOLATION,LINCOLN,NAVIGATOR,2019.0,BLACK,Gasoline,N,LAL'S INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9978Livery,9978Livery
1630,ACTIVE,TOYOTA,SIENNA,2020.0,WHITE,Gasoline,Y,"FLAZ LIMO AND TAXI, INC",CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,4218Taxi,4218Taxi
1632,ACTIVE,LINCOLN,NAVIGATOR,2021.0,BLACK,Gasoline,N,CHINO LIMO  INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,8739Livery,8739Livery
1634,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,COOL MUSCK LIMO INC,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,8429Livery,8429Livery
1639,ACTIVE,KIA,SEDONA,2017.0,WHITE,Gasoline,N,ODUA INC,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,6782Taxi,6782Taxi
1645,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,ZUHAIR ZARAR CORP.,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,7052Livery,7052Livery
1649,ACTIVE,VPG,MV-1,2014.0,GREEN,Gasoline,Y,TERRA TAXI INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6238Taxi,6238Taxi
1652,INACTIVE,CHEVROLET,EXPRESS,2006.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,DIS-AFFILIATED,Owner Manager,9946Charter Sightseeing,9946Charter Sightseeing
1653,VIOLATION,LINCOLN,CONTINENTAL,2019.0,BLACK,Gasoline,N,H&M L COMPANY,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,8696Livery,8696Livery
1655,VIOLATION,TOYOTA,SIENNA,2020.0,BLUE,Gasoline,N,FRANKLIN TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3166Taxi,3166Taxi
1656,INACTIVE,FREIGHLINE,M LINE SHUTTLE BUS,2012.0,WHITE,Gasoline,N,CHICAGO BUS RENTAL INC,CHICAGO,IL,60603.0,DIS-AFFILIATED,Owner Manager,13346Charter Sightseeing,13346Charter Sightseeing
1660,ACTIVE,TOYOTA,SIENNA,2019.0,BLUE/WHITE,Gasoline,Y,ONYAME YE KESE CORP.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,6275Taxi,6275Taxi
1663,ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,SHAMS LIMO INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9704Livery,9704Livery
1666,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,SUPERSONIC SERVICES INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8334Livery,8334Livery
1667,INACTIVE,FORD,FREESTAR,2007.0,GRAY,Gasoline,N,MCGEE'S TRANSPORTATION SERVICES INC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,6518Medicar,6518Medicar
1675,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,STEPHEN OLUGBENGA OLULEYE,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8387Livery,8387Livery
1676,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,7262Livery,7262Livery
1677,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,7419Livery,7419Livery
1681,VIOLATION,LINCOLN,CONTINENTAL,2019.0,BLACK,Gasoline,N,SONNY B'S LLC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,7857Livery,7857Livery
1685,ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,7345Livery,7345Livery
1686,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,SHAZ CONSULTING COMPANY,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,7209Livery,7209Livery
1690,ACTIVE,CADILLAC,ESCALADE ESV,2019.0,BLACK,Gasoline,N,LAYAAL LIMOUSINE SERVICE INC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,7268Livery,7268Livery
1691,ACTIVE,CHEVROLET,SUBURBAN,2016.0,BLACK,Gasoline,N,LINKTRADE LTD,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,7172Livery,7172Livery
1692,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,MAKE A MEMORY LIMOUSINE INC.,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,8720Livery,8720Livery
1695,ACTIVE,LINCOLN,NAUTILUS,2024.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9318Livery,9318Livery
1698,RESERVED,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,BURAQ EXPRESS INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9748Livery,9748Livery
1699,INACTIVE,MERCEDES,SPRINTER,2014.0,BLACK,Gasoline,N,T & V TRANSPORTATION LLC.,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,15982Charter Sightseeing,15982Charter Sightseeing
1702,ACTIVE,CADILLAC,ESCALADE,2023.0,BLACK,Gasoline,N,LAYAAL LIMOUSINE SERVICE INC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,8444Livery,8444Livery
1703,RESERVED,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,"BLUE DIAMOND LIMO, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8724Livery,8724Livery
1704,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,9287Livery,9287Livery
1707,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,PRIVATE LIMO INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8584Livery,8584Livery
1711,ACTIVE,LINCOLN,CONTINENTAL,2019.0,BLACK,Gasoline,N,RIYAN XPRESS INC,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,9514Livery,9514Livery
1712,ACTIVE,LINCOLN,NAVIGATOR,2021.0,BLACK,Gasoline,N,ARRIVE AND GO INC.,CHICAGO,IL,60607.0,DIS-AFFILIATED,Owner Manager,8940Livery,8940Livery
1713,INACTIVE,LINCOLN,MKT,2016.0,BLACK,Gasoline,N,CHICAGO WORLDWIDE LIMO INC.,CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,9398Livery,9398Livery
1715,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,ZAMZAM TRANSPORT INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8817Livery,8817Livery
1719,ACTIVE,MERCEDES,SPRINTER,2017.0,BLACK,Gasoline,N,ECHO CHARTERS INC,CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,19481Charter Sightseeing,19481Charter Sightseeing
1720,INACTIVE,FORD,E350,2011.0,SILVER,Gasoline,N,"SCR MEDICAL TRANSPORTATION, INC.",CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,13217Medicar,13217Medicar
1722,VIOLATION,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,DALEY LIMO INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7766Livery,7766Livery
1723,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9810Livery,9810Livery
1726,SURRENDER,TOYOTA,COROLLA,2015.0,WHITE,Gasoline,N,IKOKO QUARTERS INC,CHICAGO,IL,60659.0,Independent1,Owner-Operator,390Taxi,390Taxi
1731,INACTIVE,FORD,ECONOLINE,2008.0,WHITE,Gasoline,N,PRESENCE CHICAGO HOSPITALS NETWORK,CHICAGO,IL,60606.0,DIS-AFFILIATED,Owner Manager,5300Medicar,5300Medicar
1735,ACTIVE,CADILLAC,ESCALADE ESV,2022.0,BLACK,Gasoline,N,EMPIRECHICAGO LLC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,8440Livery,8440Livery
1736,VIOLATION,TOYOTA,RAV4,2015.0,WHITE,Gasoline,N,MY SON ELSENS CO,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,3685Taxi,3685Taxi
1737,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,736Taxi,736Taxi
1738,ACTIVE,GMC,YUKON,2018.0,BLACK,Gasoline,N,MIDWEST SEDAN & SUV SERVICES LLC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,8948Livery,8948Livery
1739,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,9086Livery,9086Livery
1740,INACTIVE,DODGE,CARAVAN,2006.0,GRAY,Gasoline,N,BLUE CHIP MEDICAL TRANSPORTATION,CHICAGO,IL,60628.0,DIS-AFFILIATED,Owner Manager,6365Medicar,6365Medicar
1742,INACTIVE,FREIGHTLINER,M LINE SHUTTLE BUS,2007.0,RED,Gasoline,N,"O'HARE WISCONSIN LIMOUSINE SERVICE, INC.",CHICAGO,IL,60624.0,DIS-AFFILIATED,Owner Manager,19040Charter Sightseeing,19040Charter Sightseeing
1749,ACTIVE,MERCEDES,GLE 450,2021.0,BLACK,Gasoline,N,AZIZ AVDIC,CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,8294Livery,8294Livery
1750,RESERVED,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,"ALPHA M LIMO, INC.",CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,9649Livery,9649Livery
1753,ACTIVE,DODGE,CARAVAN,2017.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,19535Medicar,19535Medicar
1759,ACTIVE,TESLA,Y,2022.0,BLACK,Gasoline,N,ESENTUR TOKTAKHUNOV,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,7182Livery,7182Livery
1760,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,EMPIRECHICAGO LLC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,9658Livery,9658Livery
1766,VIOLATION,DODGE,GRAND CARAVAN,2013.0,WHITE,Gasoline,N,OGBE BROTHERS INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1796Taxi,1796Taxi
1772,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,EDGAR DE SANTIAGO,CHICAGO,IL,60647.0,DIS-AFFILIATED,Owner Manager,8732Livery,8732Livery
1774,VIOLATION,VPG,MV-1,2014.0,YELLOW,Gasoline,Y,PETE TAXI COMPANY LLC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,520Taxi,520Taxi
1775,RESERVED,CADILLAC,ESCALADE ESV,2020.0,BLACK,Gasoline,N,AHIS LIMO INC,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,7531Livery,7531Livery
1780,RESERVED,MERCEDES,SPRINTER,2015.0,BLACK,Gasoline,N,"K I S, INC.",CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,16665Charter Sightseeing,16665Charter Sightseeing
1782,ACTIVE,LINCOLN,CORSAIR,2024.0,BLACK,Gasoline,N,CITYLIGHTS LIMOUSINE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7286Livery,7286Livery
1786,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,SARIB INC.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,7619Livery,7619Livery
1788,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,PREMIER LUXURY LIMO INC,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,7475Livery,7475Livery
1794,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,DOLAP INC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,9523Livery,9523Livery
1797,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,AMERICAN EAGLE LEASING LLC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9018Livery,9018Livery
1799,INACTIVE,FORD,E450,2000.0,WHITE,Gasoline,N,"AARON EXPRESS, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8977Charter Sightseeing,8977Charter Sightseeing
1801,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,MEHMET TAHMISOGLU,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,8022Livery,8022Livery
1803,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,3COM SERVICE INC.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,8489Livery,8489Livery
1805,INACTIVE,FORD,E350,2006.0,WHITE,Gasoline,N,"CITY WIDE TRANSPORTATION, LTD.",CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,6294Medicar,6294Medicar
1808,ACTIVE,FORD,E450,2014.0,WHITE,Gasoline,N,ANN-ETHE SERVICES LLC,CHICAGO,IL,60643.0,DIS-AFFILIATED,Owner Manager,21827Charter Sightseeing,21827Charter Sightseeing
1811,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,LIMOLINE CHICAGO INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8893Livery,8893Livery
1818,ACTIVE,LINCOLN,MKT,2019.0,BLACK,Gasoline,N,"NIHAL LIMOUSINE, INC",CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,7122Livery,7122Livery
1822,ACTIVE,TOYOTA,COROLLA,2018.0,BLUE,Gasoline,N,DEKA CAB CORP,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,956Taxi,956Taxi
1825,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Gasoline,Y,CHICAGO MEDALLION FOUR LLC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4618Taxi,4618Taxi
1827,ACTIVE,FORD,EXPEDITION PLATINUM,2024.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,9182Livery,9182Livery
1829,ACTIVE,TOYOTA,COROLLA,2017.0,WHITE,Gasoline,N,ADMIRA CAB CO,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,2952Taxi,2952Taxi
1834,ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,"DV & G ENTERPRISES, INC.",CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,8190Livery,8190Livery
1835,INACTIVE,FREIGHTLINER,CARRYALL,2005.0,RED,Gasoline,N,YILDIRIM CAB CO,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,14121Charter Sightseeing,14121Charter Sightseeing
1836,VIOLATION,TOYOTA,RAV4,2016.0,YELLOW,Gasoline,N,SANDEEP EBY CORP,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1059Taxi,1059Taxi
1839,ACTIVE,DODGE,GRAND CARAVAN,2013.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,7401Medicar,7401Medicar
1849,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,A HIGHER CALIBER LIVERY  INC,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,8365Livery,8365Livery
1854,SURRENDER,VPG,MV-1,2014.0,GREEN,Gasoline,Y,LIBRA TAXI INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",527Taxi,527Taxi
1857,ACTIVE,GMC,YUKON,2021.0,BLACK,Gasoline,N,HARISHANKAR MISHRA,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,9936Livery,9936Livery
1858,ACTIVE,MERCEDES,METRIS,2021.0,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9505Livery,9505Livery
1864,INACTIVE,FORD,F53,2011.0,WHITE,Gasoline,N,WAY TO GO LIMOUSINE INC,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,18544Charter Sightseeing,18544Charter Sightseeing
1873,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,AMERICAN FAMILY LIMO COMPANY,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8179Livery,8179Livery
1874,INACTIVE,FORD,E250,2005.0,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5715Medicar,5715Medicar
1875,VIOLATION,TOYOTA,SIENNA,2014.0,WHITE,Gasoline,N,WAKOTAS TAXI CABS INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5215Taxi,5215Taxi
1878,VIOLATION,TOYOTA,RAV4,2015.0,WHITE,Gasoline,N,ASANTE KOTOKO INC.,CHICAGO,IL,60640.0,EXPIRED AFFILIATION,Owner Manager,5864Taxi,5864Taxi
1884,ACTIVE,TOYOTA,SIENNA,2018.0,YELLOW,Gasoline,Y,SAJA CORPORATION,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,6668Taxi,6668Taxi
1885,VIOLATION,FORD,ESCAPE,2010.0,WHITE,Gasoline,N,MAZHAR INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5612Taxi,5612Taxi
1892,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,ZUOTANG LIMO  CORP.,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,9038Livery,9038Livery
1893,ACTIVE,LINCOLN,NAVIGATOR,2020.0,BLACK,Gasoline,N,BLACK KARD TRANSPORTATION INC.,CHICAGO,IL,60643.0,DIS-AFFILIATED,Owner Manager,7891Livery,7891Livery
1895,RESERVED,CADILLAC,ESCALADE ESV,2018.0,BLACK,Gasoline,N,FOUR STAR LIMO INC.,CHICAGO,IL,60643.0,DIS-AFFILIATED,Owner Manager,8740Livery,8740Livery
1897,RESERVED,LINCOLN,CONTINENTAL,2018.0,BLACK,Gasoline,N,DIVA SERVICES CORP,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,8513Livery,8513Livery
1900,ACTIVE,INFINITI,QX80,2021.0,BLACK,Gasoline,N,FOREVER 8 INC,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,9467Livery,9467Livery
1901,RESERVED,CADILLAC,XTS,2017.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,8040Livery,8040Livery
1904,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,IBMZ CORPORATION,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,7660Livery,7660Livery
1908,RESERVED,AUDI,E150,2021.0,BLACK,Gasoline,N,HOYNE ENTERPRISES INC.,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,8447Livery,8447Livery
1911,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,8685Livery,8685Livery
1912,INACTIVE,FORD,F550,2011.0,BLACK,Gasoline,N,WAY TO GO LIMOUSINE INC,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,18003Charter Sightseeing,18003Charter Sightseeing
1915,RESERVED,LEXUS,GS350,2018.0,BLACK,Gasoline,N,EMIRWAY LLC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,9774Livery,9774Livery
1916,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,CHICAGO CONNECTION LIMO INC,CHICAGO,IL,60611.0,DIS-AFFILIATED,Owner Manager,8280Livery,8280Livery
1920,INACTIVE,TOYOTA,SIENNA,2005.0,BLUE,Gasoline,N,SEVEN SECRETS CORPORATION,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,9217Medicar,9217Medicar
1922,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,HEBRON TRANS INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8600Livery,8600Livery
1925,INACTIVE,FORD,E350,2007.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5642Ambulance,5642Ambulance
1927,ACTIVE,TOYOTA,RAV4,2024.0,WHITE,Gasoline,N,BUBU INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,1371Taxi,1371Taxi
1928,INACTIVE,GMC,SAVANA,2006.0,SILVER,Gasoline,N,PAL TRANSPORTATION CORPORATION,CHICAGO,IL,60628.0,DIS-AFFILIATED,Owner Manager,6441Medicar,6441Medicar
1929,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,B W LIMO INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7408Livery,7408Livery
1930,INACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,BAKALI CORPORATION,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,9763Livery,9763Livery
1931,ACTIVE,CADILLAC,ESCALADE ESV,2018.0,BLACK,Gasoline,N,RICHARD FISHER,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8471Livery,8471Livery
1934,SURRENDER,TOYOTA,RAV4,2016.0,BLUE/WHITE,Gasoline,N,HIGHWAY CAB CO,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,1005Taxi,1005Taxi
1937,SURRENDER,TOYOTA,COROLLA,2018.0,WHITE,Gasoline,N,SETARE INC.,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,3632Taxi,3632Taxi
1942,ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,8637Livery,8637Livery
1943,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,DZIGAH CONSULT CORP.,CHICAGO,IL,60620.0,DIS-AFFILIATED,Owner Manager,9015Livery,9015Livery
1947,RESERVED,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,"O'HARE LIMO CAR SERVICE, INC.",CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,8359Livery,8359Livery
1948,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Gasoline,N,RHD CAB CORP.,CHICAGO,IL,60659.0,Independent1,Owner-Operator,660Taxi,660Taxi
1950,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Gasoline,N,TORIA INC.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,6253Taxi,6253Taxi
1951,ACTIVE,TESLA,Y,2023.0,BLACK,Gasoline,N,RAYYAN BLACK CAR INC,CHICAGO,IL,60606.0,DIS-AFFILIATED,Owner Manager,7144Livery,7144Livery
1954,ACTIVE,CHEVROLET,3500,2007.0,WHITE,Gasoline,N,"THE KIDDOS ENTERPRISES, LLC",CHICAGO,IL,60623.0,DIS-AFFILIATED,Owner Manager,16710Charter Sightseeing,16710Charter Sightseeing
1956,ACTIVE,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,SATS INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8482Livery,8482Livery
