Unnamed: 0,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management,Record ID,Vehicle Type
4594,7222,INACTIVE,FREIGHLINE,CAMRY,2004.0,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,7222Charter Sightseeing,7222Charter Sightseeing
4599,9726,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,PERFECT LIMO SERVICE COMPANY,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9726Livery,9726Livery
4605,4900,ACTIVE,TOYOTA,RAV4,2023.0,WHITE,Gasoline,N,"L & K BMF, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,4900Taxi,4900Taxi
4606,3941,ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,JACKSON STREET TAXI LLC,CHICAGO,IL,60630.0,Flash Cab Co,Star North Management LLC,3941Taxi,3941Taxi
4608,7703,ACTIVE,MERCEDES,S,2024.0,BLACK,Gasoline,N,STEFAN D NICOLAE,CHICAGO,IL,60631.0,DIS-AFFILIATED,Owner Manager,7703Livery,7703Livery
4610,14455,RESERVED,TOYOTA,SCION,2012.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,14455Medicar,14455Medicar
4617,1761,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Gasoline,N,S. BAIG CORP.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,1761Taxi,1761Taxi
4618,6476,VIOLATION,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,"CAROL OF ILLINOIS ENTERPRISES, INC.",CHGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6476Taxi,6476Taxi
4620,8292,VIOLATION,LEXUS,ES 350,2024.0,BLACK,Gasoline,N,ACCLAIM CHAUFFEURING INC,CHICAGO,IL,60644.0,DIS-AFFILIATED,Owner Manager,8292Livery,8292Livery
4621,23504,RESERVED,FORD,TRANSIT,2018.0,GRAY,Gasoline,N,JUST A TOUCH TRANSPORT INCORPORATED,CHICAGO,IL,60620.0,DIS-AFFILIATED,Owner Manager,23504Medicar,23504Medicar
4624,7025,ACTIVE,FORD,EXPEDITION,2020.0,BLACK,Gasoline,N,"EXECUTIVE CHAUFFEUR SERVICES, INC.",CHICAGO,IL,60624.0,DIS-AFFILIATED,Owner Manager,7025Livery,7025Livery
4628,5988,INACTIVE,FORD,E250,2006.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,5988Medicar,5988Medicar
4637,9216,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9216Livery,9216Livery
4638,4623,ACTIVE,HYUNDAI,ELANTRA,2018.0,GRAY,Gasoline,N,LEON CAB INC,CHICAGO,IL,60646.0,Independent2,Owner-Operator,4623Taxi,4623Taxi
4639,8726,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,8726Livery,8726Livery
4640,16275,INACTIVE,MERCEDES,SPRINTER,2014.0,BLACK,Gasoline,N,SIGNATURE TRANSPORTATION GROUP LLC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,16275Charter Sightseeing,16275Charter Sightseeing
4641,2715,ACTIVE,TOYOTA,SIENNA,2019.0,BLUE/WHITE,Gasoline,Y,OTUMFOU CORP.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,2715Taxi,2715Taxi
4644,22993,INACTIVE,FREIGHLINE,TROLLEY,2005.0,RED/GREEN,Gasoline,N,SCT USA INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,22993Charter Sightseeing,22993Charter Sightseeing
4645,3706,ACTIVE,TOYOTA,COROLLA,2017.0,WHITE,Gasoline,N,ITHAKA CAB CORP,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,3706Taxi,3706Taxi
4647,5572,INACTIVE,FORD,E350,2003.0,BLUE/WHITE,Gasoline,N,"E R AMBULANCE, INC.",CHICAGO,IL,60649.0,DIS-AFFILIATED,Owner Manager,5572Ambulance,5572Ambulance
4648,3777,SURRENDER,FORD,ESCAPE,2023.0,WHITE/STARS/STRIPES,Gasoline,N,"POTOHAR TRANS, INC",CHICAGO,IL,60641.0,American-United Cab Assn,Owner-Operator,3777Taxi,3777Taxi
4649,3640,ACTIVE,TOYOTA,COROLLA,2022.0,WHITE,Gasoline,N,"ASAL TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,3640Taxi,3640Taxi
4655,8561,VIOLATION,CADILLAC,XTS,2016.0,BLACK,Gasoline,N,R B PRIVATE TRANSPORTATION INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8561Livery,8561Livery
4659,9286,RESERVED,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,J LUX CHICAGO INC.,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,9286Livery,9286Livery
4661,9627,VIOLATION,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,C & S LIMO SERVICES INC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,9627Livery,9627Livery
4662,6407,ACTIVE,TOYOTA,SIENNA,2020.0,WHITE,Gasoline,Y,NAVEAD INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,6407Taxi,6407Taxi
4664,2842,ACTIVE,KIA,SPORTAGE LX,2023.0,WHITE/BLACK/STRIPES,Gasoline,N,"YS TAXI, CORPORATION",CHICAGO,IL,60659.0,Independent1,Owner-Operator,2842Taxi,2842Taxi
4666,7019,ACTIVE,MERCEDES,S580,2022.0,BLACK,Gasoline,N,VINNY 777 LTD.,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,7019Livery,7019Livery
4669,7420,ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,UMER & USMAN TRANS INC.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,7420Livery,7420Livery
4676,9574,ACTIVE,LINCOLN,NAVIGATOR L,2021.0,BLACK,Gasoline,N,NAMT CORPORATION,CHICAGO,IL,60647.0,DIS-AFFILIATED,Owner Manager,9574Livery,9574Livery
4678,7445,ACTIVE,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,BLACK URBAN INC.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,7445Livery,7445Livery
4680,15696,INACTIVE,MERCEDES,SPRINTER,2014.0,BLACK,Gasoline,N,GTI TRANSPORTATION INC.,CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,15696Charter Sightseeing,15696Charter Sightseeing
4681,24286,ACTIVE,VAN HOOL,TD925,2009.0,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,24286Charter Sightseeing,24286Charter Sightseeing
4685,7927,SURRENDER,CADILLAC,XTS,2017.0,BLACK,Gasoline,N,JUNAID M CORPORATION,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7927Livery,7927Livery
4688,6658,INACTIVE,FORD,E150,2008.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,6658Medicar,6658Medicar
4691,6529,ACTIVE,TOYOTA,SIENNA,2020.0,WHITE,Gasoline,Y,KAR 3415 CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,6529Taxi,6529Taxi
4692,8591,RESERVED,LINCOLN,NAVIGATOR,2023.0,BLACK,Gasoline,N,MAK TRANSPORTATION INC.,PLAINFIELD,IL,60585.0,DIS-AFFILIATED,Owner Manager,8591Livery,8591Livery
4694,8878,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,8878Livery,8878Livery
4695,8784,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,60601.0,DIS-AFFILIATED,Owner Manager,8784Livery,8784Livery
4702,8805,INACTIVE,DODGE,GRAND CARAVAN,2010.0,WHITE,Gasoline,N,MELVIN JENKINS II,CHICAGO,IL,60643.0,DIS-AFFILIATED,Owner Manager,8805Medicar,8805Medicar
4704,7646,RESERVED,GMC,YUKON,2019.0,BLACK,Gasoline,N,H W LIMO INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7646Livery,7646Livery
4705,23803,ACTIVE,ALEXANDER DENNIS LTD,E400H,2012.0,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,23803Charter Sightseeing,23803Charter Sightseeing
4708,9757,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,JASTY INC.,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,9757Livery,9757Livery
4710,1853,ACTIVE,TOYOTA,RAV4,2021.0,RED,Gasoline,N,CHICAGO LOOP CAB LLC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,1853Taxi,1853Taxi
4712,7036,VIOLATION,LINCOLN,CONTINENTAL,2019.0,BLACK,Gasoline,N,FIVE STAR TRANSPORTATION INC,CHICAGO,IL,60653.0,DIS-AFFILIATED,Owner Manager,7036Livery,7036Livery
4719,7575,ACTIVE,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,7575Livery,7575Livery
4723,7361,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,DGY INC.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,7361Livery,7361Livery
4724,7127,ACTIVE,FORD,EXPEDITION,2017.0,BLACK,Gasoline,N,M.G. LIVERY INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7127Livery,7127Livery
4725,9135,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,BAMLAK LIMO INC.,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,9135Livery,9135Livery
4726,3648,ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,KOBE'S CAB INC.,CHICAGO,IL,60613.0,Independent1,Owner-Operator,3648Taxi,3648Taxi
4727,7335,ACTIVE,GMC,YUKON XL,2021.0,BLACK,Gasoline,N,AC INTERTRADE INC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,7335Livery,7335Livery
4730,6861,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,6861Taxi,6861Taxi
4733,9840,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,LIVING LAUREL LLC,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,9840Livery,9840Livery
4736,25542,ACTIVE,FORD,E450,2017.0,WHITE,Gasoline,N,ANN-ETHE SERVICES LLC,CHICAGO,IL,60643.0,DIS-AFFILIATED,Owner Manager,25542Charter Sightseeing,25542Charter Sightseeing
4739,9052,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,COMPASS LIMO SERVICES INC.,CHICAGO,IL,60634.0,DIS-AFFILIATED,Owner Manager,9052Livery,9052Livery
4741,12033,INACTIVE,DODGE,GRAND CARAVAN,2010.0,GRAY,Gasoline,N,BRYANT'S TRANSPORTATION SERVICES LLC,CHICAGO,IL,60643.0,DIS-AFFILIATED,Owner Manager,12033Medicar,12033Medicar
4745,8701,ACTIVE,CADILLAC,ESCALADE,2024.0,BLACK,Gasoline,N,LUXELIMO INC.,CHICAGO,IL,60601.0,DIS-AFFILIATED,Owner Manager,8701Livery,8701Livery
4746,1701,ACTIVE,TOYOTA,SIENNA,2020.0,WHITE,Gasoline,N,REHOBOTH INC.,CHICAGO,IL,60660.0,INDEPENDENT3,Owner-Operator,1701Taxi,1701Taxi
4747,3417,VIOLATION,NISSAN,ALTIMA,2013.0,WHITE,Gasoline,N,OCTAVIA CAB CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3417Taxi,3417Taxi
4749,14062,INACTIVE,MERCEDES,SPRINTER,2014.0,BLACK,Gasoline,N,LIMO PRO CHICAGO INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,14062Charter Sightseeing,14062Charter Sightseeing
4751,2000,INACTIVE,DODGE,SPRINTER,2010.0,WHITE,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,2000Charter Sightseeing,2000Charter Sightseeing
4754,8236,ACTIVE,LINCOLN,NAVIGATOR,2015.0,BLACK,Gasoline,N,SURANY LIMO SERVICE LLC,CHICAGO,IL,60604.0,DIS-AFFILIATED,Owner Manager,8236Livery,8236Livery
4758,8692,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,EDGAR DE SANTIAGO,CHICAGO,IL,60647.0,DIS-AFFILIATED,Owner Manager,8692Livery,8692Livery
4759,24365,ACTIVE,HYUNDAI,SONATA,2012.0,SILVER,Gasoline,N,IN AND OUT MEDICAL TRANSPORTATION LLC,CHICAGO,IL,60617.0,DIS-AFFILIATED,Owner Manager,24365Medicar,24365Medicar
4765,7968,ACTIVE,LINCOLN,NAVIGATOR,2017.0,BLACK,Gasoline,N,RUNGO INC,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,7968Livery,7968Livery
4772,14832,INACTIVE,FORD,350,2018.0,BLACK,Gasoline,N,ALFONSO ESCOBAR,CHICAGO,IL,60638.0,DIS-AFFILIATED,Owner Manager,14832Charter Sightseeing,14832Charter Sightseeing
4778,9314,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,9314Livery,9314Livery
4779,6171,INACTIVE,FORD,E250,2006.0,WHITE,Gasoline,N,PROGRESSIVE II INC.,CHICAGO,IL,60651.0,DIS-AFFILIATED,Owner Manager,6171Medicar,6171Medicar
4780,2893,VIOLATION,VPG,MV-1,2012.0,WHITE,Gasoline,Y,BEDFORD CAB TWO CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2893Taxi,2893Taxi
4783,9473,VIOLATION,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,ASAPLIVERYCHICAGO LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9473Livery,9473Livery
4785,1196,VIOLATION,TOYOTA,RAV4,2013.0,WHITE,Gasoline,N,KOUFRANGEH INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner-Operator,1196Taxi,1196Taxi
4788,8673,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,LYBA CORPORATION,CHICAGO,IL,60659.0,Independent1,Owner Manager,8673Livery,8673Livery
4790,16802,INACTIVE,FORD,CROWN VICTORIA,2009.0,BLACK,Gasoline,N,EAGLE LIVERY SERVICE  INC,CHICAGO,IL,60637.0,DIS-AFFILIATED,Owner Manager,16802Jitney,16802Jitney
4792,7061,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,REGAL LIMO INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7061Livery,7061Livery
4793,17385,INACTIVE,FORD,STARCRAFT,2015.0,WHITE,Gasoline,N,CHICAGO BUS RENTAL INC,CHICAGO,IL,60603.0,DIS-AFFILIATED,Owner Manager,17385Charter Sightseeing,17385Charter Sightseeing
4795,13853,INACTIVE,VAN HOOL,TD925,2008.0,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,13853Charter Sightseeing,13853Charter Sightseeing
4796,9015,INACTIVE,FORD,E350,2011.0,WHITE,Gasoline,N,NUSKIN ELITE TEAM INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9015Medicar,9015Medicar
4798,7197,ACTIVE,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,ELEGANT TRANS INC.,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,7197Livery,7197Livery
4811,13849,ACTIVE,DODGE,CARAVAN,2012.0,GRAY,Gasoline,N,PICK & DROP TRANSPORTATION INC,CHICAGO,IL,60620.0,DIS-AFFILIATED,Owner Manager,13849Medicar,13849Medicar
4812,7459,VIOLATION,LINCOLN,MKS,2015.0,BLACK,Gasoline,N,BORISLAV KLACAR,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,7459Livery,7459Livery
4813,9010,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,SHAS ENTERPRISES INC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,9010Livery,9010Livery
4814,4532,SURRENDER,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,IONION TAXI SERVICE INC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4532Taxi,4532Taxi
4818,9340,ACTIVE,LINCOLN,NAUTILUS,2024.0,BLACK,Gasoline,N,HJS DRIVE LLC,CHICAGO,IL,60654.0,DIS-AFFILIATED,Owner Manager,9340Livery,9340Livery
4819,8299,ACTIVE,LINCOLN,NAVIGATOR,2020.0,BLACK,Gasoline,N,MCS LIMOUSINE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8299Livery,8299Livery
4827,18321,INACTIVE,FREIGHTLINER,M2 106,2017.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,DIS-AFFILIATED,Owner Manager,18321Charter Sightseeing,18321Charter Sightseeing
4828,22995,RESERVED,GILLIG,PHANTOM,2015.0,MAROON,Gasoline,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,22995Charter Sightseeing,22995Charter Sightseeing
4829,7388,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,KASIM OK,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,7388Livery,7388Livery
4830,9250,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,HAYYAN LLC,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,9250Livery,9250Livery
4835,9771,VIOLATION,LINCOLN,NAVIGATOR,2019.0,BLACK,Gasoline,N,MUSE  LIMO SERVICES LLC,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,9771Livery,9771Livery
4836,9795,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Gasoline,N,ALLENGREEN MEDICAL TRANSPORTATION INC.,CHICAGO,IL,60620.0,DIS-AFFILIATED,Owner Manager,9795Medicar,9795Medicar
4837,9274,VIOLATION,TESLA,MODEL 3,2019.0,BLACK,Gasoline,N,HMD GENERATIONS LLC,CHICAGO,IL,60612.0,DIS-AFFILIATED,Owner Manager,9274Livery,9274Livery
4838,15454,VIOLATION,MERCEDES,SPRINTER,2012.0,BLACK,Gasoline,N,DUNDEE TRANSPORTATION LTD,CHICAGO,IL,60654.0,DIS-AFFILIATED,Owner Manager,15454Charter Sightseeing,15454Charter Sightseeing
4843,9448,ACTIVE,FORD,EXPEDITION,2018.0,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,9448Livery,9448Livery
4846,4392,VIOLATION,TOYOTA,SCION,2011.0,WHITE,Gasoline,N,JASMINE TAXI 1 INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4392Taxi,4392Taxi
4857,4900,ACTIVE,TOYOTA,RAV4,2023.0,WHITE,Gasoline,N,"L & K BMF, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,4900Taxi,4900Taxi
4859,9619,ACTIVE,FORD,EXPEDITION,2021.0,BLACK,Gasoline,N,ROBERTO SALGADO,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,9619Livery,9619Livery
4863,6241,VIOLATION,TOYOTA,COROLLA,2019.0,LAVENDER,Gasoline,N,ATHINA CAB CORP.,CHICAGO,IL,60659.0,CHICAGO CITY TAXI ASSOC,Top Cab Corp.,6241Taxi,6241Taxi
4865,2846,SURRENDER,TOYOTA,SCION,2013.0,WHITE,Gasoline,N,"BAHMAN CAB CO., INC.",CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner-Operator,2846Taxi,2846Taxi
4866,6957,VIOLATION,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,AHDAAB EXPRESS LLC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6957Taxi,6957Taxi
4877,7874,RESERVED,LINCOLN,MKT,2017.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,DIS-AFFILIATED,Owner Manager,7874Livery,7874Livery
4880,7047,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,D & V LIMO INC.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,7047Livery,7047Livery
4882,7319,ACTIVE,LINCOLN,CONTINENTAL,2018.0,BLACK,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner Manager,7319Livery,7319Livery
4883,15593,INACTIVE,DODGE,CARAVAN,2010.0,SILVER,Gasoline,N,CHIME SERVICES LLC,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,15593Medicar,15593Medicar
4887,9676,VIOLATION,GMC,YUKON,2022.0,BLACK,Gasoline,N,MERCIFUL SERVANT TRANSPORTION INC,CHICAGO,IL,60657.0,DIS-AFFILIATED,Owner Manager,9676Livery,9676Livery
4888,25587,ACTIVE,MERCEDES,BENZ,2021.0,BLACK,Gasoline,N,MIA  BRASOV LTD,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,25587Charter Sightseeing,25587Charter Sightseeing
4894,6121,VIOLATION,TOYOTA,SIENNA,2017.0,WHITE,Gasoline,N,"FOUMBOT, INC.",CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner-Operator,6121Taxi,6121Taxi
4896,9338,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,JUAN AYALA,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,9338Livery,9338Livery
4897,4874,INACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Gasoline,N,TOWER AMBULANCE,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,4874Ambulance,4874Ambulance
4900,21747,VIOLATION,DODGE,GRAND CARAVAN,2019.0,DARK GRAY,Gasoline,N,LSF TRANSPORT LLC,CHICAGO,IL,60617.0,DIS-AFFILIATED,Owner Manager,21747Medicar,21747Medicar
4903,8992,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,RAS LIMO LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8992Livery,8992Livery
4909,5562,VIOLATION,TOYOTA,SIENNA,2018.0,WHITE,Gasoline,Y,"JASHAN, INC",CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5562Taxi,5562Taxi
4910,8625,ACTIVE,CADILLAC,ESCALADE,2023.0,BLACK,Gasoline,N,"ROYAL TRANS LIMO INC.,",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8625Livery,8625Livery
4914,22231,INACTIVE,TOYOTA,SIENNA,2005.0,GOLD,Gasoline,N,SEVEN SECRETS CORPORATION,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,22231Medicar,22231Medicar
4917,8672,ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Gasoline,N,ALEX LIMOUSINE INC,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,8672Livery,8672Livery
4920,6496,SURRENDER,TOYOTA,SIENNA,2017.0,WHITE,Gasoline,N,HYUN TRANSPORTATION INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,6496Taxi,6496Taxi
4921,8945,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,"MIDWAY LIMO SERVICE, INC.",CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,8945Livery,8945Livery
4924,8995,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,"AH & YAR, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,8995Livery,8995Livery
4927,11700,INACTIVE,FORD,F550,2014.0,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,60601.0,DIS-AFFILIATED,Owner Manager,11700Charter Sightseeing,11700Charter Sightseeing
4929,8617,VIOLATION,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,ZAIN CORPORATION INC,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,8617Livery,8617Livery
4937,20191,INACTIVE,FORD,350,2019.0,BLACK,Gasoline,N,CRYSTAL LIMOUSINE GROUP INC,CHICAGO,IL,60645.0,DIS-AFFILIATED,Owner Manager,20191Charter Sightseeing,20191Charter Sightseeing
4942,7069,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,7069Livery,7069Livery
4944,7817,ACTIVE,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,FK TRANSPORT INC.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,7817Livery,7817Livery
4945,5648,INACTIVE,FORD,E350,2006.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5648Ambulance,5648Ambulance
4953,8061,VIOLATION,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,MICHAEL O KEHINDE,CHICAGO,IL,60640.0,DIS-AFFILIATED,Owner Manager,8061Livery,8061Livery
4956,7169,VIOLATION,LINCOLN,NAUTILUS,2022.0,BLACK,Gasoline,N,SCOUSER BROTHERS INC.,CHICAGO,IL,60654.0,DIS-AFFILIATED,Owner Manager,7169Livery,7169Livery
4962,15453,INACTIVE,FORD,TROLLEY,2014.0,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,15453Charter Sightseeing,15453Charter Sightseeing
4975,23038,ACTIVE,FREIGHTLINER,TROLLEY,2012.0,RED/GREEN,Gasoline,N,EMPIRE LIMOUSINE INC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,23038Charter Sightseeing,23038Charter Sightseeing
4977,11159,INACTIVE,ALEXANDER,CAMRY,2001.0,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,DIS-AFFILIATED,Owner Manager,11159Charter Sightseeing,11159Charter Sightseeing
